id,year,Var1,Value1,Var2,Value2,doy_diff
AL,1981,straton,142,straton,142,0
AL,1981,stratoff,269,straton,142,-127
AL,1981,energy,197,straton,142,-55
AL,1981,stability,154,straton,142,-12
AL,1981,anoxia,239,straton,142,-97
AL,1981,iceon,NA,straton,142,NA
AL,1981,iceoff,NA,straton,142,NA
AL,1981,chla,255,straton,142,-113
AL,1981,clearwater,NA,straton,142,NA
AL,1981,daphnia,NA,straton,142,NA
AL,1981,doc,NA,straton,142,NA
AL,1982,straton,131,straton,131,0
AL,1982,stratoff,278,straton,131,-147
AL,1982,energy,202,straton,131,-71
AL,1982,stability,160,straton,131,-29
AL,1982,anoxia,251,straton,131,-120
AL,1982,daphnia,217,straton,131,-86
AL,1982,iceon,343,straton,131,-212
AL,1982,iceoff,NA,straton,131,NA
AL,1982,chla,131,straton,131,0
AL,1982,clearwater,NA,straton,131,NA
AL,1982,doc,NA,straton,131,NA
AL,1983,straton,130,straton,130,0
AL,1983,stratoff,272,straton,130,-142
AL,1983,energy,201,straton,130,-71
AL,1983,stability,173,straton,130,-43
AL,1983,anoxia,186,straton,130,-56
AL,1983,daphnia,227,straton,130,-97
AL,1983,clearwater,201,straton,130,-71
AL,1983,iceon,326,straton,130,-196
AL,1983,iceoff,116,straton,130,14
AL,1983,chla,272,straton,130,-142
AL,1983,doc,NA,straton,130,NA
AL,1984,straton,144,straton,144,0
AL,1984,stratoff,289,straton,144,-145
AL,1984,energy,227,straton,144,-83
AL,1984,stability,200,straton,144,-56
AL,1984,anoxia,227,straton,144,-83
AL,1984,daphnia,227,straton,144,-83
AL,1984,clearwater,173,straton,144,-29
AL,1984,iceon,332,straton,144,-188
AL,1984,iceoff,110,straton,144,34
AL,1984,chla,268,straton,144,-124
AL,1984,doc,NA,straton,144,NA
AL,1985,straton,120,straton,120,0
AL,1985,stratoff,255,straton,120,-135
AL,1985,energy,219,straton,120,-99
AL,1985,stability,219,straton,120,-99
AL,1985,anoxia,219,straton,120,-99
AL,1985,daphnia,231,straton,120,-111
AL,1985,clearwater,192,straton,120,-72
AL,1985,iceon,314,straton,120,-194
AL,1985,iceoff,109,straton,120,11
AL,1985,chla,231,straton,120,-111
AL,1985,doc,231,straton,120,-111
AL,1986,straton,128,straton,128,0
AL,1986,stratoff,238,straton,128,-110
AL,1986,energy,209,straton,128,-81
AL,1986,stability,209,straton,128,-81
AL,1986,anoxia,90,straton,128,38
AL,1986,daphnia,62,straton,128,66
AL,1986,clearwater,169,straton,128,-41
AL,1986,iceon,329,straton,128,-201
AL,1986,iceoff,101,straton,128,27
AL,1986,chla,295,straton,128,-167
AL,1986,doc,195.076923076923,straton,128,-67.07692307692301
AL,1987,straton,124,straton,124,0
AL,1987,stratoff,253,straton,124,-129
AL,1987,energy,208,straton,124,-84
AL,1987,stability,194,straton,124,-70
AL,1987,anoxia,180,straton,124,-56
AL,1987,daphnia,225,straton,124,-101
AL,1987,clearwater,208,straton,124,-84
AL,1987,iceon,318,straton,124,-194
AL,1987,iceoff,99,straton,124,25
AL,1987,chla,278,straton,124,-154
AL,1987,doc,176.692307692308,straton,124,-52.69230769230799
AL,1988,straton,130,straton,130,0
AL,1988,stratoff,243,straton,130,-113
AL,1988,energy,216,straton,130,-86
AL,1988,stability,172,straton,130,-42
AL,1988,anoxia,81,straton,130,49
AL,1988,daphnia,307,straton,130,-177
AL,1988,clearwater,159,straton,130,-29
AL,1988,iceon,327,straton,130,-197
AL,1988,iceoff,102,straton,130,28
AL,1988,chla,272,straton,130,-142
AL,1988,doc,168.214285714286,straton,130,-38.21428571428601
AL,1989,straton,136,straton,136,0
AL,1989,stratoff,262,straton,136,-126
AL,1989,energy,206,straton,136,-70
AL,1989,stability,219,straton,136,-83
AL,1989,anoxia,234,straton,136,-98
AL,1989,daphnia,313,straton,136,-177
AL,1989,clearwater,149,straton,136,-13
AL,1989,iceon,335,straton,136,-199
AL,1989,iceoff,114,straton,136,22
AL,1989,chla,121,straton,136,15
AL,1989,doc,224.7,straton,136,-88.69999999999999
AL,1990,straton,120,straton,120,0
AL,1990,stratoff,247,straton,120,-127
AL,1990,energy,205,straton,120,-85
AL,1990,stability,120,straton,120,0
AL,1990,anoxia,58,straton,120,62
AL,1990,daphnia,120,straton,120,0
AL,1990,clearwater,150,straton,120,-30
AL,1990,iceon,326,straton,120,-206
AL,1990,iceoff,106,straton,120,14
AL,1990,chla,290,straton,120,-170
AL,1990,doc,152.818181818182,straton,120,-32.81818181818201
AL,1991,straton,141,straton,141,0
AL,1991,stratoff,253,straton,141,-112
AL,1991,energy,196,straton,141,-55
AL,1991,stability,239,straton,141,-98
AL,1991,anoxia,196,straton,141,-55
AL,1991,daphnia,50,straton,141,91
AL,1991,clearwater,141,straton,141,0
AL,1991,iceon,337,straton,141,-196
AL,1991,iceoff,107,straton,141,34
AL,1991,chla,253,straton,141,-112
AL,1991,doc,160.272727272727,straton,141,-19.272727272726996
AL,1992,straton,139,straton,139,0
AL,1992,stratoff,280,straton,139,-141
AL,1992,energy,225,straton,139,-86
AL,1992,stability,225,straton,139,-86
AL,1992,anoxia,64,straton,139,75
AL,1992,daphnia,311,straton,139,-172
AL,1992,clearwater,153,straton,139,-14
AL,1992,iceon,312,straton,139,-173
AL,1992,iceoff,118,straton,139,21
AL,1992,chla,265,straton,139,-126
AL,1992,doc,194.538461538462,straton,139,-55.538461538462
AL,1993,straton,137,straton,137,0
AL,1993,stratoff,252,straton,137,-115
AL,1993,energy,238,straton,137,-101
AL,1993,stability,207,straton,137,-70
AL,1993,anoxia,82,straton,137,55
AL,1993,daphnia,155,straton,137,-18
AL,1993,clearwater,155,straton,137,-18
AL,1993,iceon,321,straton,137,-184
AL,1993,iceoff,120,straton,137,17
AL,1993,chla,265,straton,137,-128
AL,1993,doc,188.181818181818,straton,137,-51.18181818181799
AL,1994,straton,140,straton,140,0
AL,1994,stratoff,264,straton,140,-124
AL,1994,energy,178,straton,140,-38
AL,1994,stability,193,straton,140,-53
AL,1994,anoxia,157,straton,140,-17
AL,1994,daphnia,164,straton,140,-24
AL,1994,clearwater,164,straton,140,-24
AL,1994,iceon,333,straton,140,-193
AL,1994,iceoff,108,straton,140,32
AL,1994,chla,88,straton,140,52
AL,1994,doc,184.571428571429,straton,140,-44.57142857142901
AL,1995,straton,150,straton,150,0
AL,1995,stratoff,275,straton,150,-125
AL,1995,energy,220,straton,150,-70
AL,1995,stability,177,straton,150,-27
AL,1995,anoxia,220,straton,150,-70
AL,1995,daphnia,233,straton,150,-83
AL,1995,clearwater,191,straton,150,-41
AL,1995,iceon,330,straton,150,-180
AL,1995,iceoff,112,straton,150,38
AL,1995,chla,11,straton,150,139
AL,1995,doc,180.166666666667,straton,150,-30.166666666667
AL,1996,straton,151,straton,151,0
AL,1996,stratoff,290,straton,151,-139
AL,1996,energy,247,straton,151,-96
AL,1996,stability,164,straton,151,-13
AL,1996,anoxia,99,straton,151,52
AL,1996,daphnia,221,straton,151,-70
AL,1996,clearwater,247,straton,151,-96
AL,1996,iceon,313,straton,151,-162
AL,1996,iceoff,129,straton,151,22
AL,1996,chla,260,straton,151,-109
AL,1996,doc,133.230769230769,straton,151,17.769230769231
AL,1997,straton,133,straton,133,0
AL,1997,stratoff,251,straton,133,-118
AL,1997,energy,212,straton,133,-79
AL,1997,stability,183,straton,133,-50
AL,1997,anoxia,183,straton,133,-50
AL,1997,daphnia,167,straton,133,-34
AL,1997,clearwater,212,straton,133,-79
AL,1997,iceon,319,straton,133,-186
AL,1997,iceoff,116,straton,133,17
AL,1997,chla,293,straton,133,-160
AL,1997,doc,187.846153846154,straton,133,-54.84615384615401
AL,1998,straton,112,straton,112,0
AL,1998,stratoff,265,straton,112,-153
AL,1998,energy,194,straton,112,-82
AL,1998,stability,210,straton,112,-98
AL,1998,anoxia,75,straton,112,37
AL,1998,daphnia,168,straton,112,-56
AL,1998,clearwater,168,straton,112,-56
AL,1998,iceon,321,straton,112,-209
AL,1998,iceoff,98,straton,112,14
AL,1998,chla,75,straton,112,37
AL,1998,doc,181.928571428571,straton,112,-69.92857142857099
AL,1999,straton,126,straton,126,0
AL,1999,stratoff,250,straton,126,-124
AL,1999,energy,209,straton,126,-83
AL,1999,stability,222,straton,126,-96
AL,1999,anoxia,126,straton,126,0
AL,1999,daphnia,56,straton,126,70
AL,1999,clearwater,209,straton,126,-83
AL,1999,iceon,345,straton,126,-219
AL,1999,iceoff,102,straton,126,24
AL,1999,chla,277,straton,126,-151
AL,1999,doc,169.928571428571,straton,126,-43.92857142857099
AL,2000,straton,125,straton,125,0
AL,2000,stratoff,290,straton,125,-165
AL,2000,energy,194,straton,125,-69
AL,2000,stability,154,straton,125,-29
AL,2000,anoxia,194,straton,125,-69
AL,2000,daphnia,320,straton,125,-195
AL,2000,clearwater,125,straton,125,0
AL,2000,iceon,335,straton,125,-210
AL,2000,iceoff,84,straton,125,41
AL,2000,chla,276,straton,125,-151
AL,2000,doc,187.857142857143,straton,125,-62.857142857143
AL,2001,straton,121,straton,121,0
AL,2001,stratoff,260,straton,121,-139
AL,2001,energy,218,straton,121,-97
AL,2001,stability,248,straton,121,-127
AL,2001,anoxia,92,straton,121,29
AL,2001,daphnia,318,straton,121,-197
AL,2001,clearwater,149,straton,121,-28
AL,2001,iceon,325,straton,121,-204
AL,2001,iceoff,110,straton,121,11
AL,2001,chla,121,straton,121,0
AL,2001,doc,161.923076923077,straton,121,-40.92307692307699
AL,2002,straton,154,straton,154,0
AL,2002,stratoff,267,straton,154,-113
AL,2002,energy,197,straton,154,-43
AL,2002,stability,197,straton,154,-43
AL,2002,anoxia,267,straton,154,-113
AL,2002,daphnia,226,straton,154,-72
AL,2002,clearwater,238,straton,154,-84
AL,2002,iceon,345,straton,154,-191
AL,2002,iceoff,107,straton,154,47
AL,2002,chla,282,straton,154,-128
AL,2002,doc,153.642857142857,straton,154,0.3571428571430033
AL,2003,straton,120,straton,120,0
AL,2003,stratoff,260,straton,120,-140
AL,2003,energy,230,straton,120,-110
AL,2003,stability,218,straton,120,-98
AL,2003,anoxia,57,straton,120,63
AL,2003,daphnia,204,straton,120,-84
AL,2003,clearwater,149,straton,120,-29
AL,2003,iceon,322,straton,120,-202
AL,2003,iceoff,112,straton,120,8
AL,2003,chla,135,straton,120,-15
AL,2003,doc,181.4,straton,120,-61.400000000000006
AL,2004,straton,131,straton,131,0
AL,2004,stratoff,285,straton,131,-154
AL,2004,energy,204,straton,131,-73
AL,2004,stability,204,straton,131,-73
AL,2004,anoxia,299,straton,131,-168
AL,2004,daphnia,285,straton,131,-154
AL,2004,clearwater,145,straton,131,-14
AL,2004,iceon,332,straton,131,-201
AL,2004,iceoff,107,straton,131,24
AL,2004,chla,299,straton,131,-168
AL,2004,doc,179.076923076923,straton,131,-48.07692307692301
AL,2005,straton,109,straton,109,0
AL,2005,stratoff,276,straton,109,-167
AL,2005,energy,220,straton,109,-111
AL,2005,stability,165,straton,109,-56
AL,2005,anoxia,151,straton,109,-42
AL,2005,daphnia,136,straton,109,-27
AL,2005,clearwater,151,straton,109,-42
AL,2005,iceon,348,straton,109,-239
AL,2005,iceoff,101,straton,109,8
AL,2005,chla,293,straton,109,-184
AL,2005,doc,170.142857142857,straton,109,-61.142857142857
AL,2006,straton,110,straton,110,0
AL,2006,stratoff,277,straton,110,-167
AL,2006,energy,206,straton,110,-96
AL,2006,stability,221,straton,110,-111
AL,2006,anoxia,87,straton,110,23
AL,2006,daphnia,277,straton,110,-167
AL,2006,clearwater,150,straton,110,-40
AL,2006,iceon,329,straton,110,-219
AL,2006,iceoff,103,straton,110,7
AL,2006,chla,110,straton,110,0
AL,2006,doc,159.714285714286,straton,110,-49.71428571428601
AL,2007,straton,113,straton,113,0
AL,2007,stratoff,281,straton,113,-168
AL,2007,energy,211,straton,113,-98
AL,2007,stability,170,straton,113,-57
AL,2007,anoxia,242,straton,113,-129
AL,2007,daphnia,197,straton,113,-84
AL,2007,clearwater,141,straton,113,-28
AL,2007,iceon,335,straton,113,-222
AL,2007,iceoff,99,straton,113,14
AL,2007,chla,281,straton,113,-168
AL,2007,doc,178.166666666667,straton,113,-65.166666666667
AL,2008,straton,129,straton,129,0
AL,2008,stratoff,266,straton,129,-137
AL,2008,energy,225,straton,129,-96
AL,2008,stability,238,straton,129,-109
AL,2008,anoxia,85,straton,129,44
AL,2008,daphnia,238,straton,129,-109
AL,2008,clearwater,154,straton,129,-25
AL,2008,iceon,327,straton,129,-198
AL,2008,iceoff,116,straton,129,13
AL,2008,chla,280,straton,129,-151
AL,2008,doc,162.6,straton,129,-33.599999999999994
AL,2009,straton,132,straton,132,0
AL,2009,stratoff,257,straton,132,-125
AL,2009,energy,257,straton,132,-125
AL,2009,stability,187,straton,132,-55
AL,2009,anoxia,216,straton,132,-84
AL,2009,daphnia,313,straton,132,-181
AL,2009,clearwater,159,straton,132,-27
AL,2009,iceon,330,straton,132,-198
AL,2009,iceoff,107,straton,132,25
AL,2009,chla,287,straton,132,-155
AL,2009,doc,168.846153846154,straton,132,-36.84615384615401
AL,2010,straton,117,straton,117,0
AL,2010,stratoff,285,straton,117,-168
AL,2010,energy,214,straton,117,-97
AL,2010,stability,144,straton,117,-27
AL,2010,anoxia,230,straton,117,-113
AL,2010,daphnia,314,straton,117,-197
AL,2010,clearwater,117,straton,117,0
AL,2010,iceon,341,straton,117,-224
AL,2010,iceoff,88,straton,117,29
AL,2010,chla,256,straton,117,-139
AL,2010,doc,157.611111111111,straton,117,-40.611111111111
AL,2011,straton,137,straton,137,0
AL,2011,stratoff,278,straton,137,-141
AL,2011,energy,220,straton,137,-83
AL,2011,stability,193,straton,137,-56
AL,2011,anoxia,151,straton,137,-14
AL,2011,daphnia,262,straton,137,-125
AL,2011,clearwater,178,straton,137,-41
AL,2011,iceon,331,straton,137,-194
AL,2011,iceoff,115,straton,137,22
AL,2011,chla,278,straton,137,-141
AL,2011,doc,128.5,straton,137,8.5
AL,2012,straton,135,straton,135,0
AL,2012,stratoff,275,straton,135,-140
AL,2012,energy,207,straton,135,-72
AL,2012,stability,219,straton,135,-84
AL,2012,anoxia,192,straton,135,-57
AL,2012,daphnia,314,straton,135,-179
AL,2012,clearwater,135,straton,135,0
AL,2012,iceon,334,straton,135,-199
AL,2012,iceoff,79,straton,135,56
AL,2012,chla,150,straton,135,-15
AL,2012,doc,145.846153846154,straton,135,-10.84615384615401
AL,2013,straton,134,straton,134,0
AL,2013,stratoff,287,straton,134,-153
AL,2013,energy,203,straton,134,-69
AL,2013,stability,203,straton,134,-69
AL,2013,anoxia,192,straton,134,-58
AL,2013,daphnia,56,straton,134,78
AL,2013,clearwater,161,straton,134,-27
AL,2013,iceon,342,straton,134,-208
AL,2013,iceoff,128,straton,134,6
AL,2013,chla,303,straton,134,-169
AL,2013,doc,171.117647058824,straton,134,-37.11764705882399
AL,2014,straton,140,straton,140,0
AL,2014,stratoff,279,straton,140,-139
AL,2014,energy,238,straton,140,-98
AL,2014,stability,153,straton,140,-13
AL,2014,anoxia,86,straton,140,54
AL,2014,daphnia,307,straton,140,-167
AL,2014,clearwater,168,straton,140,-28
AL,2014,iceon,323,straton,140,-183
AL,2014,iceoff,126,straton,140,14
AL,2014,chla,140,straton,140,0
AL,2014,doc,166.363636363636,straton,140,-26.363636363636004
AL,2015,straton,125,straton,125,0
AL,2015,stratoff,264,straton,125,-139
AL,2015,energy,208,straton,125,-83
AL,2015,stability,208,straton,125,-83
AL,2015,anoxia,194,straton,125,-69
AL,2015,daphnia,139,straton,125,-14
AL,2015,clearwater,125,straton,125,0
AL,2015,iceon,325,straton,125,-200
AL,2015,iceoff,100,straton,125,25
AL,2015,chla,279,straton,125,-154
AL,2015,doc,164.769230769231,straton,125,-39.769230769231
BM,1981,straton,155,straton,155,0
BM,1981,stratoff,266,straton,155,-111
BM,1981,energy,195,straton,155,-40
BM,1981,stability,168,straton,155,-13
BM,1981,anoxia,238,straton,155,-83
BM,1981,daphnia,168,straton,155,-13
BM,1981,iceon,NA,straton,155,NA
BM,1981,iceoff,NA,straton,155,NA
BM,1981,chla,223,straton,155,-68
BM,1981,clearwater,NA,straton,155,NA
BM,1981,doc,NA,straton,155,NA
BM,1982,straton,145,straton,145,0
BM,1982,stratoff,291,straton,145,-146
BM,1982,energy,217,straton,145,-72
BM,1982,stability,217,straton,145,-72
BM,1982,anoxia,251,straton,145,-106
BM,1982,daphnia,145,straton,145,0
BM,1982,clearwater,172,straton,145,-27
BM,1982,iceon,349,straton,145,-204
BM,1982,iceoff,120,straton,145,25
BM,1982,chla,145,straton,145,0
BM,1982,doc,NA,straton,145,NA
BM,1983,straton,146,straton,146,0
BM,1983,stratoff,290,straton,146,-144
BM,1983,energy,199,straton,146,-53
BM,1983,stability,250,straton,146,-104
BM,1983,anoxia,250,straton,146,-104
BM,1983,daphnia,332,straton,146,-186
BM,1983,clearwater,157,straton,146,-11
BM,1983,iceon,341,straton,146,-195
BM,1983,iceoff,119,straton,146,27
BM,1983,chla,318,straton,146,-172
BM,1983,doc,NA,straton,146,NA
BM,1984,straton,128,straton,128,0
BM,1984,stratoff,289,straton,128,-161
BM,1984,energy,226,straton,128,-98
BM,1984,stability,248,straton,128,-120
BM,1984,anoxia,226,straton,128,-98
BM,1984,daphnia,310,straton,128,-182
BM,1984,clearwater,172,straton,128,-44
BM,1984,iceon,337,straton,128,-209
BM,1984,iceoff,110,straton,128,18
BM,1984,chla,289,straton,128,-161
BM,1984,doc,NA,straton,128,NA
BM,1985,straton,134,straton,134,0
BM,1985,stratoff,276,straton,134,-142
BM,1985,energy,220,straton,134,-86
BM,1985,stability,220,straton,134,-86
BM,1985,anoxia,220,straton,134,-86
BM,1985,daphnia,150,straton,134,-16
BM,1985,clearwater,150,straton,134,-16
BM,1985,iceon,326,straton,134,-192
BM,1985,iceoff,112,straton,134,22
BM,1985,chla,134,straton,134,0
BM,1985,doc,233,straton,134,-99
BM,1986,straton,128,straton,128,0
BM,1986,stratoff,280,straton,128,-152
BM,1986,energy,211,straton,128,-83
BM,1986,stability,237,straton,128,-109
BM,1986,anoxia,224,straton,128,-96
BM,1986,daphnia,309,straton,128,-181
BM,1986,clearwater,139,straton,128,-11
BM,1986,iceon,329,straton,128,-201
BM,1986,iceoff,102,straton,128,26
BM,1986,chla,113,straton,128,15
BM,1986,doc,176.090909090909,straton,128,-48.09090909090901
BM,1987,straton,126,straton,126,0
BM,1987,stratoff,279,straton,126,-153
BM,1987,energy,209,straton,126,-83
BM,1987,stability,223,straton,126,-97
BM,1987,anoxia,252,straton,126,-126
BM,1987,daphnia,308,straton,126,-182
BM,1987,clearwater,141,straton,126,-15
BM,1987,iceon,322,straton,126,-196
BM,1987,iceoff,100,straton,126,26
BM,1987,chla,308,straton,126,-182
BM,1987,doc,169.846153846154,straton,126,-43.84615384615401
BM,1988,straton,132,straton,132,0
BM,1988,stratoff,287,straton,132,-155
BM,1988,energy,217,straton,132,-85
BM,1988,stability,231,straton,132,-99
BM,1988,anoxia,243,straton,132,-111
BM,1988,daphnia,132,straton,132,0
BM,1988,clearwater,146,straton,132,-14
BM,1988,iceon,337,straton,132,-205
BM,1988,iceoff,106,straton,132,26
BM,1988,chla,116,straton,132,16
BM,1988,doc,199.454545454545,straton,132,-67.45454545454501
BM,1989,straton,135,straton,135,0
BM,1989,stratoff,276,straton,135,-141
BM,1989,energy,206,straton,135,-71
BM,1989,stability,206,straton,135,-71
BM,1989,anoxia,263,straton,135,-128
BM,1989,daphnia,151,straton,135,-16
BM,1989,clearwater,151,straton,135,-16
BM,1989,iceon,336,straton,135,-201
BM,1989,iceoff,117,straton,135,18
BM,1989,chla,122,straton,135,13
BM,1989,doc,209.333333333333,straton,135,-74.333333333333
BM,1990,straton,121,straton,121,0
BM,1990,stratoff,274,straton,121,-153
BM,1990,energy,207,straton,121,-86
BM,1990,stability,233,straton,121,-112
BM,1990,anoxia,248,straton,121,-127
BM,1990,daphnia,318,straton,121,-197
BM,1990,clearwater,151,straton,121,-30
BM,1990,iceon,326,straton,121,-205
BM,1990,iceoff,108,straton,121,13
BM,1990,chla,23,straton,121,98
BM,1990,doc,182.25,straton,121,-61.25
BM,1991,straton,140,straton,140,0
BM,1991,stratoff,280,straton,140,-140
BM,1991,energy,226,straton,140,-86
BM,1991,stability,239,straton,140,-99
BM,1991,anoxia,252,straton,140,-112
BM,1991,daphnia,302,straton,140,-162
BM,1991,clearwater,156,straton,140,-16
BM,1991,iceon,339,straton,140,-199
BM,1991,iceoff,109,straton,140,31
BM,1991,chla,140,straton,140,0
BM,1991,doc,166.3,straton,140,-26.30000000000001
BM,1992,straton,141,straton,141,0
BM,1992,stratoff,281,straton,141,-140
BM,1992,energy,225,straton,141,-84
BM,1992,stability,170,straton,141,-29
BM,1992,anoxia,238,straton,141,-97
BM,1992,daphnia,316,straton,141,-175
BM,1992,clearwater,155,straton,141,-14
BM,1992,iceon,331,straton,141,-190
BM,1992,iceoff,121,straton,141,20
BM,1992,chla,225,straton,141,-84
BM,1992,doc,157.923076923077,straton,141,-16.92307692307699
BM,1993,straton,138,straton,138,0
BM,1993,stratoff,277,straton,138,-139
BM,1993,energy,238,straton,138,-100
BM,1993,stability,209,straton,138,-71
BM,1993,anoxia,238,straton,138,-100
BM,1993,daphnia,166,straton,138,-28
BM,1993,clearwater,153,straton,138,-15
BM,1993,iceon,335,straton,138,-197
BM,1993,iceoff,120,straton,138,18
BM,1993,chla,264,straton,138,-126
BM,1993,doc,191.846153846154,straton,138,-53.84615384615401
BM,1994,straton,136,straton,136,0
BM,1994,stratoff,291,straton,136,-155
BM,1994,energy,206,straton,136,-70
BM,1994,stability,222,straton,136,-86
BM,1994,anoxia,262,straton,136,-126
BM,1994,daphnia,318,straton,136,-182
BM,1994,clearwater,164,straton,136,-28
BM,1994,iceon,335,straton,136,-199
BM,1994,iceoff,108,straton,136,28
BM,1994,chla,89,straton,136,47
BM,1994,doc,158.846153846154,straton,136,-22.84615384615401
BM,1995,straton,136,straton,136,0
BM,1995,stratoff,289,straton,136,-153
BM,1995,energy,220,straton,136,-84
BM,1995,stability,235,straton,136,-99
BM,1995,anoxia,263,straton,136,-127
BM,1995,daphnia,352,straton,136,-216
BM,1995,clearwater,164,straton,136,-28
BM,1995,iceon,343,straton,136,-207
BM,1995,iceoff,112,straton,136,24
BM,1995,chla,11,straton,136,125
BM,1995,doc,156.928571428571,straton,136,-20.92857142857099
BM,1996,straton,149,straton,149,0
BM,1996,stratoff,288,straton,149,-139
BM,1996,energy,247,straton,149,-98
BM,1996,stability,205,straton,149,-56
BM,1996,anoxia,261,straton,149,-112
BM,1996,daphnia,311,straton,149,-162
BM,1996,clearwater,205,straton,149,-56
BM,1996,iceon,317,straton,149,-168
BM,1996,iceoff,133,straton,149,16
BM,1996,chla,149,straton,149,0
BM,1996,doc,173.5,straton,149,-24.5
BM,1997,straton,153,straton,153,0
BM,1997,stratoff,283,straton,153,-130
BM,1997,energy,211,straton,153,-58
BM,1997,stability,181,straton,153,-28
BM,1997,anoxia,265,straton,153,-112
BM,1997,daphnia,168,straton,153,-15
BM,1997,clearwater,168,straton,153,-15
BM,1997,iceon,330,straton,153,-177
BM,1997,iceoff,118,straton,153,35
BM,1997,chla,225,straton,153,-72
BM,1997,doc,174.272727272727,straton,153,-21.272727272726996
BM,1998,straton,113,straton,113,0
BM,1998,stratoff,278,straton,113,-165
BM,1998,energy,223,straton,113,-110
BM,1998,stability,209,straton,113,-96
BM,1998,anoxia,264,straton,113,-151
BM,1998,daphnia,306,straton,113,-193
BM,1998,clearwater,124,straton,113,-11
BM,1998,iceon,328,straton,113,-215
BM,1998,iceoff,98,straton,113,15
BM,1998,chla,306,straton,113,-193
BM,1998,doc,156.866666666667,straton,113,-43.86666666666699
BM,1999,straton,123,straton,123,0
BM,1999,stratoff,277,straton,123,-154
BM,1999,energy,208,straton,123,-85
BM,1999,stability,194,straton,123,-71
BM,1999,anoxia,250,straton,123,-127
BM,1999,daphnia,55,straton,123,68
BM,1999,clearwater,138,straton,123,-15
BM,1999,iceon,357,straton,123,-234
BM,1999,iceoff,105,straton,123,18
BM,1999,chla,294,straton,123,-171
BM,1999,doc,185.25,straton,123,-62.25
BM,2000,straton,123,straton,123,0
BM,2000,stratoff,290,straton,123,-167
BM,2000,energy,220,straton,123,-97
BM,2000,stability,251,straton,123,-128
BM,2000,anoxia,237,straton,123,-114
BM,2000,daphnia,319,straton,123,-196
BM,2000,clearwater,151,straton,123,-28
BM,2000,iceon,351,straton,123,-228
BM,2000,iceoff,93,straton,123,30
BM,2000,chla,306,straton,123,-183
BM,2000,doc,188.416666666667,straton,123,-65.416666666667
BM,2001,straton,124,straton,124,0
BM,2001,stratoff,274,straton,124,-150
BM,2001,energy,219,straton,124,-95
BM,2001,stability,206,straton,124,-82
BM,2001,anoxia,260,straton,124,-136
BM,2001,daphnia,316,straton,124,-192
BM,2001,clearwater,151,straton,124,-27
BM,2001,iceon,339,straton,124,-215
BM,2001,iceoff,110,straton,124,14
BM,2001,chla,304,straton,124,-180
BM,2001,doc,182.083333333333,straton,124,-58.083333333333
BM,2002,straton,140,straton,140,0
BM,2002,stratoff,280,straton,140,-140
BM,2002,energy,211,straton,140,-71
BM,2002,stability,211,straton,140,-71
BM,2002,anoxia,266,straton,140,-126
BM,2002,daphnia,140,straton,140,0
BM,2002,clearwater,211,straton,140,-71
BM,2002,iceon,360,straton,140,-220
BM,2002,iceoff,107,straton,140,33
BM,2002,chla,266,straton,140,-126
BM,2002,doc,178.083333333333,straton,140,-38.083333333333
BM,2003,straton,135,straton,135,0
BM,2003,stratoff,286,straton,135,-151
BM,2003,energy,231,straton,135,-96
BM,2003,stability,245,straton,135,-110
BM,2003,anoxia,260,straton,135,-125
BM,2003,daphnia,150,straton,135,-15
BM,2003,clearwater,160,straton,135,-25
BM,2003,iceon,331,straton,135,-196
BM,2003,iceoff,115,straton,135,20
BM,2003,chla,135,straton,135,0
BM,2003,doc,194.666666666667,straton,135,-59.666666666667
BM,2004,straton,132,straton,132,0
BM,2004,stratoff,286,straton,132,-154
BM,2004,energy,216,straton,132,-84
BM,2004,stability,243,straton,132,-111
BM,2004,anoxia,257,straton,132,-125
BM,2004,daphnia,257,straton,132,-125
BM,2004,clearwater,160,straton,132,-28
BM,2004,iceon,337,straton,132,-205
BM,2004,iceoff,112,straton,132,20
BM,2004,chla,120,straton,132,12
BM,2004,doc,180.666666666667,straton,132,-48.666666666667
BM,2005,straton,136,straton,136,0
BM,2005,stratoff,290,straton,136,-154
BM,2005,energy,222,straton,136,-86
BM,2005,stability,179,straton,136,-43
BM,2005,anoxia,265,straton,136,-129
BM,2005,daphnia,315,straton,136,-179
BM,2005,clearwater,151,straton,136,-15
BM,2005,iceon,352,straton,136,-216
BM,2005,iceoff,105,straton,136,31
BM,2005,chla,112,straton,136,24
BM,2005,doc,148.142857142857,straton,136,-12.142857142856997
BM,2006,straton,114,straton,114,0
BM,2006,stratoff,275,straton,114,-161
BM,2006,energy,219,straton,114,-105
BM,2006,stability,219,straton,114,-105
BM,2006,anoxia,248,straton,114,-134
BM,2006,daphnia,139,straton,114,-25
BM,2006,clearwater,139,straton,114,-25
BM,2006,iceon,337,straton,114,-223
BM,2006,iceoff,104,straton,114,10
BM,2006,chla,206,straton,114,-92
BM,2006,doc,176.583333333333,straton,114,-62.583333333333
BM,2007,straton,127,straton,127,0
BM,2007,stratoff,281,straton,127,-154
BM,2007,energy,213,straton,127,-86
BM,2007,stability,254,straton,127,-127
BM,2007,anoxia,254,straton,127,-127
BM,2007,daphnia,281,straton,127,-154
BM,2007,clearwater,115,straton,127,12
BM,2007,iceon,339,straton,127,-212
BM,2007,iceoff,109,straton,127,18
BM,2007,chla,313,straton,127,-186
